District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Demo_Desc,Date,Post_Type,Source,Reference,Description,Units,Debit,Credit,Amount
Chugach School District,19,390,640,0,0,100,,7/12/2018,Actual,A/P,63566,"ANCHORAGE WATER AND WASTE WATER UTILITIES 
Invoices 110536-509472, 110536-547384 (1) (1)",,,97.37,-97.37
Chugach School District,19,390,640,0,0,100,,7/12/2018,Actual,A/P,63566,"ANCHORAGE WATER AND WASTE WATER UTILITIES 
Invoices 110536-509472, 110536-547384 (1) (1)",,97.37,,97.37
Chugach School District,19,100,610,0,0,0,,6/12/2019,Actual,A/P,66283,"ANGEL AVIATION 
Voyage Camp Class",,,"1,250.00",-1250
Chugach School District,19,100,640,0,0,390,,6/12/2019,Actual,A/P,66283,"ANGEL AVIATION 
Voyage Camp Class",,"1,250.00",,1250
Chugach School District,19,100,640,0,0,390,,6/12/2019,Actual,A/P,66283,"ANGEL AVIATION 
Voyage Camp Class",,,"1,250.00",-1250
Chugach School District,19,100,640,0,0,390,,6/12/2019,Actual,A/P,6673,"ANGEL AVIATION 
Voyage Camp Class",,"1,250.00",,1250
Chugach School District,19,100,640,0,0,390,,6/26/2019,Actual,A/P,,"ANGEL AVIATION 
Voyage Camp Class",,"5,312.50",,5312.5
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,66283,"ANGEL AVIATION 
Voyage Camp Class",,"1,250.00",,1250
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,6673,"ANGEL AVIATION 
Voyage Camp Class",,,"1,250.00",-1250
Chugach School District,19,100,710,0,0,0,,6/26/2019,Actual,A/P,,"ANGEL AVIATION 
Voyage Camp Class",,,"5,312.50",-5312.5
Chugach School District,19,390,410,100,551,0,,6/12/2019,Actual,A/P,6673,"ANGEL AVIATION 
Voyage Camp Class",,"1,250.00",,1250
Chugach School District,19,390,410,100,551,0,,6/26/2019,Actual,A/P,,"ANGEL AVIATION 
Voyage Camp Class",,"5,312.50",,5312.5
Chugach School District,19,390,640,0,0,100,,6/12/2019,Actual,A/P,66283,"ANGEL AVIATION 
Voyage Camp Class",,,"1,250.00",-1250
Chugach School District,19,390,640,0,0,100,,6/12/2019,Actual,A/P,66283,"ANGEL AVIATION 
Voyage Camp Class",,"1,250.00",,1250
Chugach School District,19,390,640,0,0,100,,6/12/2019,Actual,A/P,6673,"ANGEL AVIATION 
Voyage Camp Class",,,"1,250.00",-1250
Chugach School District,19,390,640,0,0,100,,6/26/2019,Actual,A/P,,"ANGEL AVIATION 
Voyage Camp Class",,,"5,312.50",-5312.5
Chugach School District,19,100,619,0,0,0,,6/11/2019,Actual,A/R,69026,"ANNETTE ISLAND SCHOOL DISTRIC 
Journey to Flight",,"1,200.00",,1200
Chugach School District,19,100,640,0,0,390,,6/11/2019,Actual,A/R,69026,"ANNETTE ISLAND SCHOOL DISTRIC 
Journey to Flight",,,"1,200.00",-1200
Chugach School District,19,390,630,0,0,0,,6/11/2019,Actual,A/R,69026,"ANNETTE ISLAND SCHOOL DISTRIC 
Journey to Flight",,,"1,200.00",-1200
Chugach School District,19,390,640,0,0,100,,6/11/2019,Actual,A/R,69026,"ANNETTE ISLAND SCHOOL DISTRIC 
Journey to Flight",,"1,200.00",,1200
Chugach School District,19,390,425,100,554,0,,5/1/2019,Actual,A/R,58,"ANNETTE ISLAND SCHOOL DISTRIC 
Journey to Flight Phase 
Feb. 25 - March 8",,,"3,600.00",-3600
Chugach School District,19,390,630,0,0,0,,5/1/2019,Actual,A/R,58,"ANNETTE ISLAND SCHOOL DISTRIC 
Journey to Flight Phase 
Feb. 25 - March 8",,"3,600.00",,3600
Chugach School District,19,100,619,0,0,0,,10/2/2018,Actual,A/R,64114,"ANNETTE ISLAND SCHOOL DISTRIC 
Phase II payment",,"1,200.00",,1200
Chugach School District,19,100,640,0,0,390,,10/2/2018,Actual,A/R,64114,"ANNETTE ISLAND SCHOOL DISTRIC 
Phase II payment",,,"1,200.00",-1200
Chugach School District,19,390,630,0,0,0,,10/2/2018,Actual,A/R,64114,"ANNETTE ISLAND SCHOOL DISTRIC 
Phase II payment",,,"1,200.00",-1200
Chugach School District,19,390,640,0,0,100,,10/2/2018,Actual,A/R,64114,"ANNETTE ISLAND SCHOOL DISTRIC 
Phase II payment",,"1,200.00",,1200
Chugach School District,19,390,40,100,551,0,,6/28/2019,Actual,A/R,68,"ANNETTE ISLAND SCHOOL DISTRIC 
Voyage Camp",,,"6,900.00",-6900
Chugach School District,19,390,630,0,0,0,,6/28/2019,Actual,A/R,68,"ANNETTE ISLAND SCHOOL DISTRIC 
Voyage Camp",,"6,900.00",,6900
Chugach School District,19,390,425,100,500,0,,5/1/2019,Actual,A/R,58,"ANNETTE ISLAND SCHOOL DISTRIC 
VTE Discount",,"2,400.00",,2400
Chugach School District,19,390,425,100,551,0,,6/28/2019,Actual,A/R,68,"ANNETTE ISLAND SCHOOL DISTRIC 
VTE Discount",,"4,600.00",,4600
Chugach School District,19,390,630,0,0,0,,5/1/2019,Actual,A/R,58,"ANNETTE ISLAND SCHOOL DISTRIC 
VTE Discount",,,"2,400.00",-2400
Chugach School District,19,390,630,0,0,0,,6/28/2019,Actual,A/R,68,"ANNETTE ISLAND SCHOOL DISTRIC 
VTE Discount",,,"4,600.00",-4600
Chugach School District,19,100,445,600,100,0,,5/9/2019,Actual,A/P,DS19103,"APEI 
Earthquake Deductable",,"1,824.32",,1824.32
Chugach School District,19,100,610,0,0,0,,5/9/2019,Actual,A/P,66082,"APEI 
Earthquake Deductable",,,"1,824.32",-1824.32
Chugach School District,19,100,710,0,0,0,,5/9/2019,Actual,A/P,66082,"APEI 
Earthquake Deductable",,"1,824.32",,1824.32
Chugach School District,19,100,710,0,0,0,,5/9/2019,Actual,A/P,DS19103,"APEI 
Earthquake Deductable",,,"1,824.32",-1824.32
Chugach School District,19,100,610,0,0,0,,10/9/2018,Actual,A/P,64216,"APPLE COMPUTER 
BBFF Supplies",,,836,-836
Chugach School District,19,100,640,0,0,354,,9/28/2018,Actual,A/P,2823611445,"APPLE COMPUTER 
BBFF Supplies",,836,,836
Chugach School District,19,100,640,0,0,354,,10/9/2018,Actual,A/P,64216,"APPLE COMPUTER 
BBFF Supplies",,836,,836
Chugach School District,19,100,640,0,0,354,,10/9/2018,Actual,A/P,64216,"APPLE COMPUTER 
BBFF Supplies",,,836,-836
Chugach School District,19,100,710,0,0,0,,9/28/2018,Actual,A/P,2823611445,"APPLE COMPUTER 
BBFF Supplies",,,836,-836
Chugach School District,19,100,710,0,0,0,,10/9/2018,Actual,A/P,64216,"APPLE COMPUTER 
BBFF Supplies",,836,,836
Chugach School District,19,354,450,100,100,0,,9/28/2018,Actual,A/P,2823611445,"APPLE COMPUTER 
BBFF Supplies",,836,,836
Chugach School District,19,354,640,0,0,100,,9/28/2018,Actual,A/P,2823611445,"APPLE COMPUTER 
BBFF Supplies",,,836,-836
Chugach School District,19,354,640,0,0,100,,10/9/2018,Actual,A/P,64216,"APPLE COMPUTER 
BBFF Supplies",,836,,836
Chugach School District,19,354,640,0,0,100,,10/9/2018,Actual,A/P,64216,"APPLE COMPUTER 
BBFF Supplies",,,836,-836
Chugach School District,19,100,510,140,620,0,,3/15/2019,Actual,A/P,1681/5112,"APPLE COMPUTER 
FOCUS Fbx Equipment",,"3,598.00",,3598
Chugach School District,19,100,610,0,0,0,,3/15/2019,Actual,A/P,65614,"APPLE COMPUTER 
FOCUS Fbx Equipment",,,"3,598.00",-3598
Chugach School District,19,100,710,0,0,0,,3/15/2019,Actual,A/P,1681/5112,"APPLE COMPUTER 
FOCUS Fbx Equipment",,,"3,598.00",-3598
Chugach School District,19,100,710,0,0,0,,3/15/2019,Actual,A/P,65614,"APPLE COMPUTER 
FOCUS Fbx Equipment",,"3,598.00",,3598
Chugach School District,19,100,640,0,0,250,,4/11/2019,Actual,A/P,6269/8273,"APPLE COMPUTER 
HCP Equipment",,"1,532.00",,1532
Chugach School District,19,100,710,0,0,0,,4/11/2019,Actual,A/P,6269/8273,"APPLE COMPUTER 
HCP Equipment",,,"1,532.00",-1532
Chugach School District,19,250,450,320,100,0,,4/11/2019,Actual,A/P,6269/8273,"APPLE COMPUTER 
HCP Equipment",,183,,183
Chugach School District,19,250,510,320,100,0,,4/11/2019,Actual,A/P,6269/8273,"APPLE COMPUTER 
HCP Equipment",,"1,349.00",,1349
Chugach School District,19,250,640,0,0,100,,4/11/2019,Actual,A/P,6269/8273,"APPLE COMPUTER 
HCP Equipment",,,"1,532.00",-1532
Chugach School District,19,100,610,0,0,0,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,,"4,841.00",-4841
Chugach School District,19,100,640,0,0,250,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,"1,532.00",,1532
Chugach School District,19,100,640,0,0,250,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,,"1,532.00",-1532
Chugach School District,19,100,640,0,0,361,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,,"1,510.00",-1510
Chugach School District,19,100,640,0,0,361,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,"1,510.00",,1510
Chugach School District,19,100,710,0,0,0,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,"4,841.00",,4841
Chugach School District,19,250,640,0,0,100,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,"1,532.00",,1532
Chugach School District,19,250,640,0,0,100,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,,"1,532.00",-1532
Chugach School District,19,361,640,0,0,100,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,,"1,510.00",-1510
Chugach School District,19,361,640,0,0,100,,4/11/2019,Actual,A/P,65775,"APPLE COMPUTER 
Invoices 12484380, 6269/8273",,"1,510.00",,1510
Chugach School District,19,100,610,0,0,0,,4/5/2019,Actual,A/P,65737,"APPLE COMPUTER 
NOAA Equipment",,,199,-199
Chugach School District,19,100,630,0,0,0,,4/11/2019,Actual,A/P,12484380,"APPLE COMPUTER 
NOAA Equipment",,"1,799.00",,1799
Chugach School District,19,100,640,0,0,361,,4/5/2019,Actual,A/P,11405453,"APPLE COMPUTER 
NOAA Equipment",,199,,199
Chugach School District,19,100,640,0,0,361,,4/5/2019,Actual,A/P,65737,"APPLE COMPUTER 
NOAA Equipment",,199,,199
Chugach School District,19,100,640,0,0,361,,4/5/2019,Actual,A/P,65737,"APPLE COMPUTER 
NOAA Equipment",,,199,-199
Chugach School District,19,100,640,0,0,361,,4/11/2019,Actual,A/P,12484380,"APPLE COMPUTER 
NOAA Equipment",,"1,510.00",,1510
Chugach School District,19,100,710,0,0,0,,4/5/2019,Actual,A/P,65737,"APPLE COMPUTER 
NOAA Equipment",,199,,199
Chugach School District,19,100,710,0,0,0,,4/5/2019,Actual,A/P,11405453,"APPLE COMPUTER 
NOAA Equipment",,,199,-199
Chugach School District,19,100,710,0,0,0,,4/11/2019,Actual,A/P,12484380,"APPLE COMPUTER 
NOAA Equipment",,,"3,309.00",-3309
Chugach School District,19,361,450,350,100,0,,4/5/2019,Actual,A/P,11405453,"APPLE COMPUTER 
NOAA Equipment",,199,,199
Chugach School District,19,361,510,350,100,0,,4/11/2019,Actual,A/P,12484380,"APPLE COMPUTER 
NOAA Equipment",,"1,510.00",,1510
Chugach School District,19,361,640,0,0,100,,4/5/2019,Actual,A/P,11405453,"APPLE COMPUTER 
NOAA Equipment",,,199,-199
Chugach School District,19,361,640,0,0,100,,4/5/2019,Actual,A/P,65737,"APPLE COMPUTER 
NOAA Equipment",,,199,-199
Chugach School District,19,361,640,0,0,100,,4/5/2019,Actual,A/P,65737,"APPLE COMPUTER 
NOAA Equipment",,199,,199
Chugach School District,19,361,640,0,0,100,,4/11/2019,Actual,A/P,12484380,"APPLE COMPUTER 
NOAA Equipment",,,"1,510.00",-1510
Chugach School District,19,100,450,350,100,0,,9/19/2018,Actual,A/P,7911,"APPLE COMPUTER 
Quote #2204996954",,777,,777
Chugach School District,19,100,510,350,100,0,,9/19/2018,Actual,A/P,7911,"APPLE COMPUTER 
Quote #2204996954",,727,,727
Chugach School District,19,100,610,0,0,0,,9/20/2018,Actual,A/P,64079,"APPLE COMPUTER 
Quote #2204996954",,,"12,584.00",-12584
Chugach School District,19,100,640,0,0,350,,9/19/2018,Actual,A/P,7911,"APPLE COMPUTER 
Quote #2204996954",,"11,080.00",,11080
Chugach School District,19,100,640,0,0,350,,9/20/2018,Actual,A/P,64079,"APPLE COMPUTER 
Quote #2204996954",,,"11,080.00",-11080
Chugach School District,19,100,640,0,0,350,,9/20/2018,Actual,A/P,64079,"APPLE COMPUTER 
Quote #2204996954",,"11,080.00",,11080
Chugach School District,19,100,710,0,0,0,,9/19/2018,Actual,A/P,7911,"APPLE COMPUTER 
Quote #2204996954",,,"12,584.00",-12584
Chugach School District,19,100,710,0,0,0,,9/20/2018,Actual,A/P,64079,"APPLE COMPUTER 
Quote #2204996954",,"12,584.00",,12584
Chugach School District,19,350,510,100,100,0,,9/19/2018,Actual,A/P,7911,"APPLE COMPUTER 
Quote #2204996954",,"11,080.00",,11080
Chugach School District,19,350,640,0,0,100,,9/19/2018,Actual,A/P,7911,"APPLE COMPUTER 
Quote #2204996954",,,"11,080.00",-11080
Chugach School District,19,350,640,0,0,100,,9/20/2018,Actual,A/P,64079,"APPLE COMPUTER 
Quote #2204996954",,"11,080.00",,11080
Chugach School District,19,350,640,0,0,100,,9/20/2018,Actual,A/P,64079,"APPLE COMPUTER 
Quote #2204996954",,,"11,080.00",-11080
Chugach School District,19,100,610,0,0,0,,10/17/2018,Actual,A/P,64378,"ARCTIC ENGINEERING 
Well Street Inspection",,,200,-200
Chugach School District,19,100,640,0,0,390,,10/17/2018,Actual,A/P,64378,"ARCTIC ENGINEERING 
Well Street Inspection",,,200,-200
Chugach School District,19,100,640,0,0,390,,10/17/2018,Actual,A/P,64378,"ARCTIC ENGINEERING 
Well Street Inspection",,200,,200
Chugach School District,19,100,640,0,0,390,,10/17/2018,Actual,A/P,3402,"ARCTIC ENGINEERING 
Well Street Inspection",,200,,200
Chugach School District,19,100,710,0,0,0,,10/17/2018,Actual,A/P,64378,"ARCTIC ENGINEERING 
Well Street Inspection",,200,,200
Chugach School District,19,100,710,0,0,0,,10/17/2018,Actual,A/P,3402,"ARCTIC ENGINEERING 
Well Street Inspection",,,200,-200
Chugach School District,19,390,410,600,501,0,,10/17/2018,Actual,A/P,3402,"ARCTIC ENGINEERING 
Well Street Inspection",,200,,200
Chugach School District,19,390,640,0,0,100,,10/17/2018,Actual,A/P,64378,"ARCTIC ENGINEERING 
Well Street Inspection",,,200,-200
Chugach School District,19,390,640,0,0,100,,10/17/2018,Actual,A/P,64378,"ARCTIC ENGINEERING 
Well Street Inspection",,200,,200
Chugach School District,19,390,640,0,0,100,,10/17/2018,Actual,A/P,3402,"ARCTIC ENGINEERING 
Well Street Inspection",,,200,-200
Chugach School District,19,100,450,550,100,0,,8/10/2018,Actual,A/P,3450892-1,ARCTIC OFFICE PRODUCTS,,10.98,,10.98
Chugach School District,19,100,610,0,0,0,,8/10/2018,Actual,A/P,63677,ARCTIC OFFICE PRODUCTS,,,10.98,-10.98
Chugach School District,19,100,710,0,0,0,,8/10/2018,Actual,A/P,63677,ARCTIC OFFICE PRODUCTS,,10.98,,10.98
Chugach School District,19,100,710,0,0,0,,8/10/2018,Actual,A/P,3450892-1,ARCTIC OFFICE PRODUCTS,,,10.98,-10.98
Chugach School District,19,100,450,350,200,0,,6/21/2019,Actual,A/P,3513550-0,"ARCTIC OFFICE PRODUCTS 
Chenega Supplies",,889.86,,889.86
Chugach School District,19,100,450,350,200,0,,6/24/2019,Actual,A/P,3513550-1,"ARCTIC OFFICE PRODUCTS 
Chenega Supplies",,235.67,,235.67
Chugach School District,19,100,450,600,200,0,,6/21/2019,Actual,A/P,3513551-0,"ARCTIC OFFICE PRODUCTS 
Chenega Supplies",,153,,153
Chugach School District,19,100,450,600,200,0,,6/24/2019,Actual,A/P,3513551-1/2/3,"ARCTIC OFFICE PRODUCTS 
Chenega Supplies",,425.9,,425.9
Chugach School District,19,100,710,0,0,0,,6/21/2019,Actual,A/P,3513551-0,"ARCTIC OFFICE PRODUCTS 
Chenega Supplies",,,153,-153
Chugach School District,19,100,710,0,0,0,,6/21/2019,Actual,A/P,3513550-0,"ARCTIC OFFICE PRODUCTS 
Chenega Supplies",,,889.86,-889.86
Chugach School District,19,100,710,0,0,0,,6/24/2019,Actual,A/P,3513551-1/2/3,"ARCTIC OFFICE PRODUCTS 
Chenega Supplies",,,425.9,-425.9
Chugach School District,19,100,710,0,0,0,,6/24/2019,Actual,A/P,3513550-1,"ARCTIC OFFICE PRODUCTS 
Chenega Supplies",,,235.67,-235.67
Chugach School District,19,100,450,140,610,0,,6/21/2019,Actual,A/P,3513548-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,154.36,,154.36
Chugach School District,19,100,450,140,610,0,,6/21/2019,Actual,A/P,3513549-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,17.4,,17.4
Chugach School District,19,100,450,140,610,0,,6/28/2019,Actual,A/P,3513549-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,12.66,,12.66
Chugach School District,19,100,450,220,100,0,,6/21/2019,Actual,A/P,3513549-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,37.35,,37.35
Chugach School District,19,100,450,350,200,0,,2/12/2019,Actual,A/P,3486507-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,37.24,,37.24
Chugach School District,19,100,450,350,200,0,,2/19/2019,Actual,A/P,3486507-2,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,23.58,,23.58
Chugach School District,19,100,450,350,400,0,,1/30/2019,Actual,A/P,3486507-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,49.34,,49.34
Chugach School District,19,100,450,550,100,0,,7/12/2018,Actual,A/P,3447791-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,104.06,,104.06
Chugach School District,19,100,450,550,100,0,,7/19/2018,Actual,A/P,3450892-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,98.78,,98.78
Chugach School District,19,100,450,550,100,0,,8/2/2018,Actual,A/P,3452253,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,295,,295
Chugach School District,19,100,450,550,100,0,,8/20/2018,Actual,A/P,3455622-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,609.08,,609.08
Chugach School District,19,100,450,550,100,0,,8/20/2018,Actual,A/P,3455258-0/1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,62.65,,62.65
Chugach School District,19,100,450,550,100,0,,8/28/2018,Actual,A/P,3455258-2,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,129,,129
Chugach School District,19,100,450,550,100,0,,1/5/2019,Actual,A/P,3481725-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,6.12,,6.12
Chugach School District,19,100,450,550,100,0,,1/14/2019,Actual,A/P,3481725-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,36.29,,36.29
Chugach School District,19,100,450,550,100,0,,1/14/2019,Actual,A/P,3482501-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,122.08,,122.08
Chugach School District,19,100,450,550,100,0,,1/21/2019,Actual,A/P,3482501-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,17.06,,17.06
Chugach School District,19,100,450,550,100,0,,1/25/2019,Actual,A/P,3485686-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,204.54,,204.54
Chugach School District,19,100,450,550,100,0,,1/25/2019,Actual,A/P,3485613-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,322,,322
Chugach School District,19,100,450,550,100,0,,1/30/2019,Actual,A/P,3486507-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,29.46,,29.46
Chugach School District,19,100,450,550,100,0,,1/30/2019,Actual,A/P,3484156-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,20.95,,20.95
Chugach School District,19,100,450,550,100,0,,1/30/2019,Actual,A/P,3485613-2,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,91.27,,91.27
Chugach School District,19,100,450,550,100,0,,1/30/2019,Actual,A/P,3481724-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,295,,295
Chugach School District,19,100,450,550,100,0,,2/6/2019,Actual,A/P,3485686-1&2,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,182.86,,182.86
Chugach School District,19,100,450,550,100,0,,2/26/2019,Actual,A/P,3490317-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,252.68,,252.68
Chugach School District,19,100,450,550,100,0,,2/26/2019,Actual,A/P,3490317-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,40.18,,40.18
Chugach School District,19,100,450,550,100,0,,3/6/2019,Actual,A/P,3490317-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,27.74,,27.74
Chugach School District,19,100,450,550,100,0,,3/15/2019,Actual,A/P,3495343-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,835,,835
Chugach School District,19,100,450,550,100,0,,3/15/2019,Actual,A/P,3495625-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,278.2,,278.2
Chugach School District,19,100,450,550,100,0,,3/22/2019,Actual,A/P,3495625-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,52.92,,52.92
Chugach School District,19,100,450,550,100,0,,3/27/2019,Actual,A/P,3495625-2&3,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,19.29,,19.29
Chugach School District,19,100,450,550,100,0,,3/27/2019,Actual,A/P,3495625-2&3,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,68.28,,68.28
Chugach School District,19,100,450,550,100,0,,6/21/2019,Actual,A/P,3513549-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,398.58,,398.58
Chugach School District,19,100,610,0,0,0,,7/12/2018,Actual,A/P,63567,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,104.06,-104.06
Chugach School District,19,100,610,0,0,0,,7/19/2018,Actual,A/P,63594,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,98.78,-98.78
Chugach School District,19,100,610,0,0,0,,8/3/2018,Actual,A/P,63634,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,295,-295
Chugach School District,19,100,610,0,0,0,,1/21/2019,Actual,A/P,65141,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,17.06,-17.06
Chugach School District,19,100,610,0,0,0,,2/6/2019,Actual,A/P,65277,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,182.86,-182.86
Chugach School District,19,100,610,0,0,0,,2/12/2019,Actual,A/P,65340,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,37.24,-37.24
Chugach School District,19,100,610,0,0,0,,2/19/2019,Actual,A/P,65405,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,23.58,-23.58
Chugach School District,19,100,610,0,0,0,,3/7/2019,Actual,A/P,65511,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,27.74,-27.74
Chugach School District,19,100,610,0,0,0,,3/22/2019,Actual,A/P,65645,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,52.92,-52.92
Chugach School District,19,100,610,0,0,0,,3/27/2019,Actual,A/P,3,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,87.57,-87.57
Chugach School District,19,100,710,0,0,0,,7/12/2018,Actual,A/P,3447791-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,104.06,-104.06
Chugach School District,19,100,710,0,0,0,,7/12/2018,Actual,A/P,63567,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,104.06,,104.06
Chugach School District,19,100,710,0,0,0,,7/19/2018,Actual,A/P,63594,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,98.78,,98.78
Chugach School District,19,100,710,0,0,0,,7/19/2018,Actual,A/P,3450892-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,98.78,-98.78
Chugach School District,19,100,710,0,0,0,,8/2/2018,Actual,A/P,3452253,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,295,-295
Chugach School District,19,100,710,0,0,0,,8/3/2018,Actual,A/P,63634,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,295,,295
Chugach School District,19,100,710,0,0,0,,8/20/2018,Actual,A/P,3455258-0/1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,62.65,-62.65
Chugach School District,19,100,710,0,0,0,,8/20/2018,Actual,A/P,3455622-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,609.08,-609.08
Chugach School District,19,100,710,0,0,0,,8/28/2018,Actual,A/P,3455258-2,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,129,-129
Chugach School District,19,100,710,0,0,0,,1/5/2019,Actual,A/P,3481725-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,6.12,-6.12
Chugach School District,19,100,710,0,0,0,,1/14/2019,Actual,A/P,3481725-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,36.29,-36.29
Chugach School District,19,100,710,0,0,0,,1/14/2019,Actual,A/P,3482501-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,122.08,-122.08
Chugach School District,19,100,710,0,0,0,,1/21/2019,Actual,A/P,65141,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,17.06,,17.06
Chugach School District,19,100,710,0,0,0,,1/21/2019,Actual,A/P,3482501-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,17.06,-17.06
Chugach School District,19,100,710,0,0,0,,1/25/2019,Actual,A/P,3485613-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,322,-322
Chugach School District,19,100,710,0,0,0,,1/25/2019,Actual,A/P,3485686-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,204.54,-204.54
Chugach School District,19,100,710,0,0,0,,1/30/2019,Actual,A/P,3486507-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,78.8,-78.8
Chugach School District,19,100,710,0,0,0,,1/30/2019,Actual,A/P,3481724-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,295,-295
Chugach School District,19,100,710,0,0,0,,1/30/2019,Actual,A/P,3484156-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,20.95,-20.95
Chugach School District,19,100,710,0,0,0,,1/30/2019,Actual,A/P,3485613-2,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,91.27,-91.27
Chugach School District,19,100,710,0,0,0,,2/6/2019,Actual,A/P,65277,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,182.86,,182.86
Chugach School District,19,100,710,0,0,0,,2/6/2019,Actual,A/P,3485686-1&2,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,182.86,-182.86
Chugach School District,19,100,710,0,0,0,,2/12/2019,Actual,A/P,3486507-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,37.24,-37.24
Chugach School District,19,100,710,0,0,0,,2/12/2019,Actual,A/P,65340,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,37.24,,37.24
