District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Demo_Desc,Date,Post_Type,Source,Reference,Description,Units,Debit,Credit,Amount
Chugach School District,19,100,719,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,"1,491.26",-1491.26
Chugach School District,19,100,721,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,542.79,-542.79
Chugach School District,19,100,725,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,14.26,-14.26
Chugach School District,19,100,726,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,145.58,-145.58
Chugach School District,19,100,727,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,2.89,-2.89
Chugach School District,19,100,729,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,52.46,-52.46
Chugach School District,19,100,730,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,24.45,-24.45
Chugach School District,19,100,735,0,0,0,,1/31/2019,Actual,P/R,2,REDACTED,,,"2,273.69",-2273.69
Chugach School District,19,100,735,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,"2,273.69",,2273.69
Chugach School District,19,251,320,200,300,0,,1/31/2019,Actual,P/R,2,REDACTED,60,978,,978
Chugach School District,19,251,350,200,300,0,,1/31/2019,Actual,P/R,2,REDACTED,0.81,251,,251
Chugach School District,19,251,640,0,0,100,,1/31/2019,Actual,P/R,2,REDACTED,,,"1,229.00",-1229
Chugach School District,19,359,320,100,300,0,,1/31/2019,Actual,P/R,2,REDACTED,51,831.3,,831.3
Chugach School District,19,359,350,100,300,0,,1/31/2019,Actual,P/R,2,REDACTED,0.69,213.39,,213.39
Chugach School District,19,359,640,0,0,100,,1/31/2019,Actual,P/R,2,REDACTED,,,"1,044.69",-1044.69
Chugach School District,19,100,610,0,0,0,,1/15/2019,Actual,A/P,65090,REDACTED,,,175,-175
Chugach School District,19,100,640,0,0,359,,1/14/2019,Actual,A/P,,REDACTED,,175,,175
Chugach School District,19,100,640,0,0,359,,1/15/2019,Actual,A/P,65090,REDACTED,,,175,-175
Chugach School District,19,100,640,0,0,359,,1/15/2019,Actual,A/P,65090,REDACTED,,175,,175
Chugach School District,19,100,710,0,0,0,,1/14/2019,Actual,A/P,,REDACTED,,,175,-175
Chugach School District,19,100,710,0,0,0,,1/15/2019,Actual,A/P,65090,REDACTED,,175,,175
Chugach School District,19,359,420,350,300,0,,1/14/2019,Actual,A/P,,REDACTED,,175,,175
Chugach School District,19,359,640,0,0,100,,1/14/2019,Actual,A/P,,REDACTED,,,175,-175
Chugach School District,19,359,640,0,0,100,,1/15/2019,Actual,A/P,65090,REDACTED,,,175,-175
Chugach School District,19,359,640,0,0,100,,1/15/2019,Actual,A/P,65090,REDACTED,,175,,175
Chugach School District,19,100,640,0,0,251,,10/31/2018,Actual,P/R,11,REDACTED,,"1,470.99",,1470.99
Chugach School District,19,100,640,0,0,251,,11/30/2018,Actual,P/R,12,REDACTED,,"1,269.74",,1269.74
Chugach School District,19,100,640,0,0,359,,10/31/2018,Actual,P/R,11,REDACTED,,"1,470.98",,1470.98
Chugach School District,19,100,640,0,0,359,,11/30/2018,Actual,P/R,12,REDACTED,,"1,044.44",,1044.44
Chugach School District,19,100,719,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,"1,917.63",-1917.63
Chugach School District,19,100,719,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,"1,515.89",-1515.89
Chugach School District,19,100,721,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,704.16,-704.16
Chugach School District,19,100,721,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,552.57,-552.57
Chugach School District,19,100,725,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,18.5,-18.5
Chugach School District,19,100,725,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,14.51,-14.51
Chugach School District,19,100,726,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,206.26,-206.26
Chugach School District,19,100,726,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,150.47,-150.47
Chugach School District,19,100,727,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,2.89,-2.89
Chugach School District,19,100,727,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,2.89,-2.89
Chugach School District,19,100,729,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,68.08,-68.08
Chugach School District,19,100,729,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,53.4,-53.4
Chugach School District,19,100,730,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,24.45,-24.45
Chugach School District,19,100,730,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,24.45,-24.45
Chugach School District,19,100,735,0,0,0,,10/31/2018,Actual,P/R,11,REDACTED,,,"2,941.97",-2941.97
Chugach School District,19,100,735,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,"2,941.97",,2941.97
Chugach School District,19,100,735,0,0,0,,11/30/2018,Actual,P/R,12,REDACTED,,,"2,314.18",-2314.18
Chugach School District,19,100,735,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,"2,314.18",,2314.18
Chugach School District,19,251,320,200,300,0,,10/31/2018,Actual,P/R,11,REDACTED,72,"1,173.60",,1173.6
Chugach School District,19,251,320,200,300,0,,11/30/2018,Actual,P/R,12,REDACTED,62,"1,010.60",,1010.6
Chugach School District,19,251,350,200,300,0,,10/31/2018,Actual,P/R,11,REDACTED,0.75,297.39,,297.39
Chugach School District,19,251,350,200,300,0,,11/30/2018,Actual,P/R,12,REDACTED,1.37,259.14,,259.14
Chugach School District,19,251,640,0,0,100,,10/31/2018,Actual,P/R,11,REDACTED,,,"1,470.99",-1470.99
Chugach School District,19,251,640,0,0,100,,11/30/2018,Actual,P/R,12,REDACTED,,,"1,269.74",-1269.74
Chugach School District,19,359,320,100,300,0,,10/31/2018,Actual,P/R,11,REDACTED,72,"1,173.60",,1173.6
Chugach School District,19,359,320,100,300,0,,11/30/2018,Actual,P/R,12,REDACTED,51,831.3,,831.3
Chugach School District,19,359,350,100,300,0,,10/31/2018,Actual,P/R,11,REDACTED,0.75,297.38,,297.38
Chugach School District,19,359,350,100,300,0,,11/30/2018,Actual,P/R,12,REDACTED,1.13,213.14,,213.14
Chugach School District,19,359,640,0,0,100,,10/31/2018,Actual,P/R,11,REDACTED,,,"1,470.98",-1470.98
Chugach School District,19,359,640,0,0,100,,11/30/2018,Actual,P/R,12,REDACTED,,,"1,044.44",-1044.44
Chugach School District,19,100,610,0,0,0,,2/6/2019,Actual,A/P,65294,REDACTED,,,156,-156
Chugach School District,19,100,610,0,0,0,,2/26/2019,Actual,A/P,65476,REDACTED,,,156,-156
Chugach School District,19,100,425,140,630,0,,10/2/2018,Actual,C/R,1056,REDACTED,,,275.08,-275.08
Chugach School District,19,100,619,0,0,0,,10/2/2018,Actual,C/R,1056,REDACTED,,275.08,,275.08
Chugach School District,19,100,450,140,630,0,,10/17/2018,Actual,A/P,10-Oct,REDACTED,,314.99,,314.99
Chugach School District,19,100,610,0,0,0,,10/17/2018,Actual,A/P,64382,REDACTED,,,314.99,-314.99
Chugach School District,19,100,710,0,0,0,,10/17/2018,Actual,A/P,10-Oct,REDACTED,,,314.99,-314.99
Chugach School District,19,100,710,0,0,0,,10/17/2018,Actual,A/P,64382,REDACTED,,314.99,,314.99
Chugach School District,19,100,433,140,620,0,,8/28/2018,Actual,A/P,16-Aug,REDACTED,,189.98,,189.98
Chugach School District,19,100,433,140,620,0,,12/18/2018,Actual,A/P,7-Dec,REDACTED,,189.97,,189.97
Chugach School District,19,100,433,140,620,0,,2/6/2019,Actual,A/P,29-Jan,REDACTED,,189.98,,189.98
Chugach School District,19,100,433,140,620,0,,3/27/2019,Actual,A/P,19-Mar,REDACTED,,94.99,,94.99
Chugach School District,19,100,433,140,620,0,,5/19/2019,Actual,A/P,26-Apr,REDACTED,,104.99,,104.99
Chugach School District,19,100,433,140,620,0,,6/12/2019,Actual,A/P,3-Jun,REDACTED,,94.99,,94.99
Chugach School District,19,100,450,140,620,0,,8/28/2018,Actual,A/P,16-Aug,REDACTED,,60.91,,60.91
Chugach School District,19,100,450,140,620,0,,9/7/2018,Actual,A/P,24-Aug,REDACTED,,452.83,,452.83
Chugach School District,19,100,450,140,620,0,,10/16/2018,Actual,A/P,5-Oct,REDACTED,,51.3,,51.3
Chugach School District,19,100,450,140,620,0,,1/19/2019,Actual,A/P,14-Jan,REDACTED,,142.73,,142.73
Chugach School District,19,100,450,140,620,0,,2/12/2019,Actual,A/P,11-Feb,REDACTED,,63.49,,63.49
Chugach School District,19,100,450,140,620,0,,3/27/2019,Actual,A/P,19-Mar,REDACTED,,123.63,,123.63
Chugach School District,19,100,450,140,620,0,,6/5/2019,Actual,A/P,10-Apr,REDACTED,,154.64,,154.64
Chugach School District,19,100,610,0,0,0,,8/28/2018,Actual,A/P,63929,REDACTED,,,250.89,-250.89
Chugach School District,19,100,610,0,0,0,,9/7/2018,Actual,A/P,63968,REDACTED,,,452.83,-452.83
Chugach School District,19,100,610,0,0,0,,10/17/2018,Actual,A/P,64332,REDACTED,,,51.3,-51.3
Chugach School District,19,100,610,0,0,0,,12/18/2018,Actual,A/P,64907,REDACTED,,,189.97,-189.97
Chugach School District,19,100,610,0,0,0,,1/21/2019,Actual,A/P,65153,REDACTED,,,142.73,-142.73
Chugach School District,19,100,610,0,0,0,,2/6/2019,Actual,A/P,65295,REDACTED,,,189.98,-189.98
Chugach School District,19,100,610,0,0,0,,2/12/2019,Actual,A/P,65391,REDACTED,,,63.49,-63.49
Chugach School District,19,100,610,0,0,0,,3/27/2019,Actual,A/P,14,REDACTED,,,218.62,-218.62
Chugach School District,19,100,610,0,0,0,,5/20/2019,Actual,A/P,66165,REDACTED,,,104.99,-104.99
Chugach School District,19,100,610,0,0,0,,6/10/2019,Actual,A/P,66229,REDACTED,,,154.64,-154.64
Chugach School District,19,100,610,0,0,0,,6/12/2019,Actual,A/P,66312,REDACTED,,,94.99,-94.99
Chugach School District,19,100,710,0,0,0,,8/28/2018,Actual,A/P,16-Aug,REDACTED,,,250.89,-250.89
Chugach School District,19,100,710,0,0,0,,8/28/2018,Actual,A/P,63929,REDACTED,,250.89,,250.89
Chugach School District,19,100,710,0,0,0,,9/7/2018,Actual,A/P,24-Aug,REDACTED,,,452.83,-452.83
Chugach School District,19,100,710,0,0,0,,9/7/2018,Actual,A/P,63968,REDACTED,,452.83,,452.83
Chugach School District,19,100,710,0,0,0,,10/16/2018,Actual,A/P,5-Oct,REDACTED,,,51.3,-51.3
Chugach School District,19,100,710,0,0,0,,10/17/2018,Actual,A/P,64332,REDACTED,,51.3,,51.3
Chugach School District,19,100,710,0,0,0,,12/18/2018,Actual,A/P,64907,REDACTED,,189.97,,189.97
Chugach School District,19,100,710,0,0,0,,12/18/2018,Actual,A/P,7-Dec,REDACTED,,,189.97,-189.97
Chugach School District,19,100,710,0,0,0,,1/19/2019,Actual,A/P,14-Jan,REDACTED,,,142.73,-142.73
Chugach School District,19,100,710,0,0,0,,1/21/2019,Actual,A/P,65153,REDACTED,,142.73,,142.73
Chugach School District,19,100,710,0,0,0,,2/6/2019,Actual,A/P,65295,REDACTED,,189.98,,189.98
Chugach School District,19,100,710,0,0,0,,2/6/2019,Actual,A/P,29-Jan,REDACTED,,,189.98,-189.98
Chugach School District,19,100,710,0,0,0,,2/12/2019,Actual,A/P,65391,REDACTED,,63.49,,63.49
Chugach School District,19,100,710,0,0,0,,2/12/2019,Actual,A/P,11-Feb,REDACTED,,,63.49,-63.49
Chugach School District,19,100,710,0,0,0,,3/27/2019,Actual,A/P,14,REDACTED,,218.62,,218.62
Chugach School District,19,100,710,0,0,0,,3/27/2019,Actual,A/P,19-Mar,REDACTED,,,218.62,-218.62
Chugach School District,19,100,710,0,0,0,,5/19/2019,Actual,A/P,26-Apr,REDACTED,,,104.99,-104.99
Chugach School District,19,100,710,0,0,0,,5/20/2019,Actual,A/P,66165,REDACTED,,104.99,,104.99
Chugach School District,19,100,710,0,0,0,,6/5/2019,Actual,A/P,10-Apr,REDACTED,,,154.64,-154.64
Chugach School District,19,100,710,0,0,0,,6/10/2019,Actual,A/P,66229,REDACTED,,154.64,,154.64
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,66312,REDACTED,,94.99,,94.99
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,3-Jun,REDACTED,,,94.99,-94.99
Chugach School District,19,100,316,600,200,0,,12/31/2018,Actual,P/R,1,REDACTED,3,37.5,,37.5
Chugach School District,19,100,316,600,200,0,,2/28/2019,Actual,P/R,3,REDACTED,6,75,,75
Chugach School District,19,100,316,600,200,0,,3/31/2019,Actual,P/R,4,REDACTED,3,37.5,,37.5
Chugach School District,19,100,316,600,200,0,,4/30/2019,Actual,P/R,5,REDACTED,2,25,,25
Chugach School District,19,100,350,600,200,0,,12/31/2018,Actual,P/R,1,REDACTED,1.86,22.78,,22.78
Chugach School District,19,100,350,600,200,0,,2/28/2019,Actual,P/R,3,REDACTED,15.72,30.92,,30.92
Chugach School District,19,100,350,600,200,0,,3/31/2019,Actual,P/R,4,REDACTED,-16.46,23.65,,23.65
Chugach School District,19,100,350,600,200,0,,4/30/2019,Actual,P/R,5,REDACTED,,11.93,,11.93
Chugach School District,19,100,640,0,0,255,,12/31/2018,Actual,P/R,1,REDACTED,,725.62,,725.62
Chugach School District,19,100,640,0,0,255,,2/28/2019,Actual,P/R,3,REDACTED,,344.19,,344.19
Chugach School District,19,100,640,0,0,351,,5/31/2019,Actual,P/R,6,REDACTED,,"1,973.55",,1973.55
Chugach School District,19,100,640,0,0,390,,12/31/2018,Actual,P/R,1,REDACTED,,"10,945.20",,10945.2
Chugach School District,19,100,640,0,0,390,,2/28/2019,Actual,P/R,3,REDACTED,,"4,617.86",,4617.86
Chugach School District,19,100,640,0,0,390,,3/31/2019,Actual,P/R,4,REDACTED,,"5,338.77",,5338.77
Chugach School District,19,100,640,0,0,390,,4/30/2019,Actual,P/R,5,REDACTED,,"4,524.21",,4524.21
Chugach School District,19,100,640,0,0,390,,5/31/2019,Actual,P/R,6,REDACTED,,"4,302.10",,4302.1
Chugach School District,19,100,719,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,"6,896.11",-6896.11
Chugach School District,19,100,719,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,"2,753.96",-2753.96
Chugach School District,19,100,719,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,"2,510.54",-2510.54
Chugach School District,19,100,719,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,"2,499.72",-2499.72
Chugach School District,19,100,719,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,"3,706.13",-3706.13
Chugach School District,19,100,722,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,"1,838.66",-1838.66
Chugach School District,19,100,722,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,694.17,-694.17
Chugach School District,19,100,722,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,694.17,-694.17
Chugach School District,19,100,722,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,694.17,-694.17
Chugach School District,19,100,722,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,694.17,-694.17
Chugach School District,19,100,725,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,74.31,-74.31
Chugach School District,19,100,725,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,28.28,-28.28
Chugach School District,19,100,725,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,26.06,-26.06
Chugach School District,19,100,725,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,25.96,-25.96
Chugach School District,19,100,725,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,37.59,-37.59
Chugach School District,19,100,726,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,"1,482.14",-1482.14
Chugach School District,19,100,726,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,321.08,-321.08
Chugach School District,19,100,726,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,287.33,-287.33
Chugach School District,19,100,726,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,285.83,-285.83
Chugach School District,19,100,726,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,533.04,-533.04
Chugach School District,19,100,727,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,727,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,727,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,727,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,727,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,728,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,965,-965
Chugach School District,19,100,728,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,965,-965
Chugach School District,19,100,728,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,965,-965
Chugach School District,19,100,728,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,965,-965
Chugach School District,19,100,728,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,965,-965
Chugach School District,19,100,729,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,273.48,-273.48
Chugach School District,19,100,729,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,104.08,-104.08
Chugach School District,19,100,729,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,95.92,-95.92
Chugach School District,19,100,729,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,95.56,-95.56
Chugach School District,19,100,729,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,138.32,-138.32
Chugach School District,19,100,730,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,619.5,-619.5
Chugach School District,19,100,730,0,0,0,,4/30/2019,Actual,P/R,5,REDACTED,7,206.5,,206.5
Chugach School District,19,100,731,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,200,-200
Chugach School District,19,100,731,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,200,-200
Chugach School District,19,100,731,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,200,-200
Chugach School District,19,100,731,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,200,-200
Chugach School District,19,100,731,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,200,-200
Chugach School District,19,100,735,0,0,0,,12/31/2018,Actual,P/R,1,REDACTED,,,"11,731.10",-11731.1
Chugach School District,19,100,735,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,"11,731.10",,11731.1
Chugach School District,19,100,735,0,0,0,,2/28/2019,Actual,P/R,3,REDACTED,,,"5,067.97",-5067.97
Chugach School District,19,100,735,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,"5,067.97",,5067.97
Chugach School District,19,100,735,0,0,0,,3/31/2019,Actual,P/R,4,REDACTED,,,"5,399.92",-5399.92
Chugach School District,19,100,735,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,"5,399.92",,5399.92
Chugach School District,19,100,735,0,0,0,,4/30/2019,Actual,P/R,5,REDACTED,,,"4,767.64",-4767.64
Chugach School District,19,100,735,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,"4,767.64",,4767.64
Chugach School District,19,100,735,0,0,0,,5/31/2019,Actual,P/R,6,REDACTED,,,"6,275.65",-6275.65
Chugach School District,19,100,735,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,"6,275.65",,6275.65
Chugach School District,19,255,316,790,200,0,,12/31/2018,Actual,P/R,1,REDACTED,36,450,,450
Chugach School District,19,255,316,790,200,0,,2/28/2019,Actual,P/R,3,REDACTED,19.5,243.75,,243.75
Chugach School District,19,255,350,790,200,0,,12/31/2018,Actual,P/R,1,REDACTED,22.52,275.62,,275.62
Chugach School District,19,255,350,790,200,0,,2/28/2019,Actual,P/R,3,REDACTED,51.06,100.44,,100.44
Chugach School District,19,255,640,0,0,100,,12/31/2018,Actual,P/R,1,REDACTED,,,725.62,-725.62
Chugach School District,19,255,640,0,0,100,,2/28/2019,Actual,P/R,3,REDACTED,,,344.19,-344.19
Chugach School District,19,351,316,300,200,0,,5/31/2019,Actual,P/R,6,REDACTED,,"1,500.00",,1500
Chugach School District,19,351,350,300,200,0,,5/31/2019,Actual,P/R,6,REDACTED,,473.55,,473.55
Chugach School District,19,351,640,0,0,100,,5/31/2019,Actual,P/R,6,REDACTED,,,"1,973.55",-1973.55
Chugach School District,19,390,310,100,508,0,,12/31/2018,Actual,P/R,1,REDACTED,,"8,942.92",,8942.92
Chugach School District,19,390,310,100,508,0,,2/28/2019,Actual,P/R,3,REDACTED,,"3,269.92",,3269.92
Chugach School District,19,390,310,100,508,0,,3/31/2019,Actual,P/R,4,REDACTED,"-1,457.00","3,269.92",,3269.92
Chugach School District,19,390,310,100,508,0,,4/30/2019,Actual,P/R,5,REDACTED,,"3,063.42",,3063.42
Chugach School District,19,390,310,100,508,0,,5/31/2019,Actual,P/R,6,REDACTED,2,"3,269.92",,3269.92
Chugach School District,19,390,350,100,508,0,,12/31/2018,Actual,P/R,1,REDACTED,163.62,"2,002.28",,2002.28
Chugach School District,19,390,350,100,508,0,,2/28/2019,Actual,P/R,3,REDACTED,685.22,"1,347.94",,1347.94
Chugach School District,19,390,350,100,508,0,,3/31/2019,Actual,P/R,4,REDACTED,"-1,440.54","2,068.85",,2068.85
Chugach School District,19,390,350,100,508,0,,4/30/2019,Actual,P/R,5,REDACTED,,"1,460.79",,1460.79
Chugach School District,19,390,350,100,508,0,,5/31/2019,Actual,P/R,6,REDACTED,,"1,032.18",,1032.18
Chugach School District,19,390,640,0,0,100,,12/31/2018,Actual,P/R,1,REDACTED,,,"10,945.20",-10945.2
Chugach School District,19,390,640,0,0,100,,2/28/2019,Actual,P/R,3,REDACTED,,,"4,617.86",-4617.86
Chugach School District,19,390,640,0,0,100,,3/31/2019,Actual,P/R,4,REDACTED,,,"5,338.77",-5338.77
Chugach School District,19,390,640,0,0,100,,4/30/2019,Actual,P/R,5,REDACTED,,,"4,524.21",-4524.21
Chugach School District,19,390,640,0,0,100,,5/31/2019,Actual,P/R,6,REDACTED,,,"4,302.10",-4302.1
Chugach School District,19,100,390,350,200,0,,8/20/2018,Actual,A/P,15-Aug,REDACTED,,489,,489
Chugach School District,19,100,610,0,0,0,,8/20/2018,Actual,A/P,63894,REDACTED,,,489,-489
Chugach School District,19,100,710,0,0,0,,8/20/2018,Actual,A/P,15-Aug,REDACTED,,,489,-489
Chugach School District,19,100,710,0,0,0,,8/20/2018,Actual,A/P,63894,REDACTED,,489,,489
Chugach School District,19,100,640,0,0,390,,6/28/2019,Actual,P/R,8,REDACTED,,"4,751.32",,4751.32
Chugach School District,19,100,719,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,,"2,835.54",-2835.54
Chugach School District,19,100,722,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,,694.17,-694.17
Chugach School District,19,100,725,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,,29.02,-29.02
Chugach School District,19,100,726,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,,332.39,-332.39
Chugach School District,19,100,727,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,728,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,,965,-965
Chugach School District,19,100,729,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,,106.8,-106.8
Chugach School District,19,100,730,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,413,,413
Chugach School District,19,100,731,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,,200,-200
Chugach School District,19,100,735,0,0,0,,6/28/2019,Actual,P/R,8,REDACTED,,,"4,751.32",-4751.32
Chugach School District,19,100,735,0,0,0,,6/28/2019,Actual,P/R,EFT,REDACTED,,"4,751.32",,4751.32
Chugach School District,19,390,310,100,508,0,,6/28/2019,Actual,P/R,8,REDACTED,14,"3,682.92",,3682.92
